time	V(n003)
5.387210767994777e+00	2.693605e+00
5.396976392994777e+00	2.698488e+00
5.406742017994777e+00	2.703371e+00
5.416507642994777e+00	2.708254e+00
5.426273267994777e+00	2.713137e+00
5.436038892994777e+00	2.718019e+00
5.445804517994777e+00	2.722902e+00
5.455570142994777e+00	2.727785e+00
5.465335767994777e+00	2.732668e+00
5.475101392994777e+00	2.737551e+00
5.484867017994777e+00	2.742434e+00
5.494632642994777e+00	2.747316e+00
5.504398267994777e+00	2.752199e+00
5.514163892994777e+00	2.757082e+00
5.523929517994777e+00	2.761965e+00
5.533695142994777e+00	2.766848e+00
5.543460767994777e+00	2.771730e+00
5.553226392994777e+00	2.776613e+00
5.562992017994777e+00	2.781496e+00
5.572757642994777e+00	2.786379e+00
5.582523267994777e+00	2.791262e+00
5.592288892994777e+00	2.796144e+00
5.602054517994777e+00	2.801027e+00
5.611820142994777e+00	2.805910e+00
5.621585767994777e+00	2.810793e+00
5.631351392994777e+00	2.815676e+00
5.641117017994777e+00	2.820559e+00
5.650882642994777e+00	2.825441e+00
5.660648267994777e+00	2.830324e+00
5.670413892994777e+00	2.835207e+00
5.680179517994777e+00	2.840090e+00
5.689945142994777e+00	2.844973e+00
5.699710767994777e+00	2.849855e+00
5.709476392994777e+00	2.854738e+00
5.719242017994777e+00	2.859621e+00
5.729007642994777e+00	2.864504e+00
5.738773267994777e+00	2.869387e+00
5.748538892994777e+00	2.874269e+00
5.758304517994777e+00	2.879152e+00
5.768070142994777e+00	2.884035e+00
5.777835767994777e+00	2.888918e+00
5.787601392994777e+00	2.893801e+00
5.797367017994777e+00	2.898684e+00
5.807132642994777e+00	2.903566e+00
5.816898267994777e+00	2.908449e+00
5.826663892994777e+00	2.913332e+00
5.836429517994777e+00	2.918215e+00
5.846195142994777e+00	2.923098e+00
5.855960767994777e+00	2.927980e+00
5.865726392994777e+00	2.932863e+00
5.875492017994777e+00	2.937746e+00
5.885257642994777e+00	2.942629e+00
5.895023267994777e+00	2.947512e+00
5.904788892994777e+00	2.952394e+00
5.914554517994777e+00	2.957277e+00
5.924320142994777e+00	2.962160e+00
5.934085767994777e+00	2.967043e+00
5.943851392994777e+00	2.971926e+00
5.953617017994777e+00	2.976809e+00
5.963382642994777e+00	2.981691e+00
5.973148267994777e+00	2.986574e+00
5.982913892994777e+00	2.991457e+00
5.992679517994777e+00	2.996340e+00
6.002445142994777e+00	3.001223e+00
6.012210767994777e+00	3.006105e+00
6.021976392994777e+00	3.010988e+00
6.031742017994777e+00	3.015871e+00
6.041507642994777e+00	3.020754e+00
6.051273267994777e+00	3.025637e+00
6.061038892994777e+00	3.030519e+00
6.070804517994777e+00	3.035402e+00
6.080570142994777e+00	3.040285e+00
6.090335767994777e+00	3.045168e+00
6.100101392994777e+00	3.050051e+00
6.109867017994777e+00	3.054934e+00
6.119632642994777e+00	3.059816e+00
6.129398267994777e+00	3.064699e+00
6.139163892994777e+00	3.069582e+00
6.148929517994777e+00	3.074465e+00
6.158695142994777e+00	3.079348e+00
6.168460767994777e+00	3.084230e+00
6.178226392994777e+00	3.089113e+00
6.187992017994777e+00	3.093996e+00
6.197757642994777e+00	3.098879e+00
6.207523267994777e+00	3.103762e+00
6.217288892994777e+00	3.108644e+00
6.227054517994777e+00	3.113527e+00
6.236820142994777e+00	3.118410e+00
6.246585767994777e+00	3.123293e+00
6.256351392994777e+00	3.128176e+00
6.266117017994777e+00	3.133059e+00
6.275882642994777e+00	3.137941e+00
6.285648267994777e+00	3.142824e+00
6.295413892994777e+00	3.147707e+00
6.305179517994777e+00	3.152590e+00
6.314945142994777e+00	3.157473e+00
6.324710767994777e+00	3.162355e+00
6.334476392994777e+00	3.167238e+00
6.344242017994777e+00	3.172121e+00
6.354007642994777e+00	3.177004e+00
6.363773267994777e+00	3.181887e+00
6.373538892994777e+00	3.186769e+00
6.383304517994777e+00	3.191652e+00
6.393070142994777e+00	3.196535e+00
6.402835767994777e+00	3.201418e+00
6.412601392994777e+00	3.206301e+00
6.422367017994777e+00	3.211184e+00
6.432132642994777e+00	3.216066e+00
6.441898267994777e+00	3.220949e+00
6.451663892994777e+00	3.225832e+00
6.461429517994777e+00	3.230715e+00
6.471195142994777e+00	3.235598e+00
6.480960767994777e+00	3.240480e+00
6.490726392994777e+00	3.245363e+00
6.500492017994777e+00	3.250246e+00
6.510257642994777e+00	3.255129e+00
6.520023267994777e+00	3.260012e+00
6.529788892994777e+00	3.264894e+00
6.539554517994777e+00	3.269777e+00
6.549320142994777e+00	3.274660e+00
6.559085767994777e+00	3.279543e+00
6.568851392994777e+00	3.284426e+00
6.578617017994777e+00	3.289309e+00
6.588382642994777e+00	3.294191e+00
6.598148267994777e+00	3.299074e+00
6.607913892994777e+00	3.303957e+00
6.617679517994777e+00	3.308840e+00
6.627445142994777e+00	3.313723e+00
6.637210767994777e+00	3.318605e+00
6.646976392994777e+00	3.323488e+00
6.656742017994777e+00	3.328371e+00
6.666507642994777e+00	3.333254e+00
6.676273267994777e+00	3.338137e+00
6.686038892994777e+00	3.343019e+00
6.695804517994777e+00	3.347902e+00
6.705570142994777e+00	3.352785e+00
6.715335767994777e+00	3.357668e+00
6.725101392994777e+00	3.362551e+00
6.734867017994777e+00	3.367434e+00
6.744632642994777e+00	3.372316e+00
6.754398267994777e+00	3.377199e+00
6.764163892994777e+00	3.382082e+00
6.773929517994777e+00	3.386965e+00
6.783695142994777e+00	3.391848e+00
6.793460767994777e+00	3.396730e+00
6.803226392994777e+00	3.401613e+00
6.812992017994777e+00	3.406496e+00
6.822757642994777e+00	3.411379e+00
6.832523267994777e+00	3.416262e+00
6.842288892994777e+00	3.421144e+00
6.852054517994777e+00	3.426027e+00
6.861820142994777e+00	3.430910e+00
6.871585767994777e+00	3.435793e+00
6.881351392994777e+00	3.440676e+00
6.891117017994777e+00	3.445559e+00
6.900882642994777e+00	3.450441e+00
6.910648267994777e+00	3.455324e+00
6.920413892994777e+00	3.460207e+00
6.930179517994777e+00	3.465090e+00
6.939945142994777e+00	3.469973e+00
6.949710767994777e+00	3.474855e+00
6.959476392994777e+00	3.479738e+00
6.969242017994777e+00	3.484621e+00
6.979007642994777e+00	3.489504e+00
6.988773267994777e+00	3.494387e+00
6.998538892994777e+00	3.499269e+00
7.008304517994777e+00	3.504152e+00
7.018070142994777e+00	3.509035e+00
7.027835767994777e+00	3.513918e+00
7.037601392994777e+00	3.518801e+00
7.047367017994777e+00	3.523684e+00
7.057132642994777e+00	3.528566e+00
7.066898267994777e+00	3.533449e+00
7.076663892994777e+00	3.538332e+00
7.086429517994777e+00	3.543215e+00
7.096195142994777e+00	3.548098e+00
7.105960767994777e+00	3.552980e+00
7.115726392994777e+00	3.557863e+00
7.125492017994777e+00	3.562746e+00
7.135257642994777e+00	3.567629e+00
7.145023267994777e+00	3.572512e+00
7.154788892994777e+00	3.577394e+00
7.164554517994777e+00	3.582277e+00
7.174320142994777e+00	3.587160e+00
7.184085767994777e+00	3.592043e+00
7.193851392994777e+00	3.596926e+00
7.203617017994777e+00	3.601809e+00
7.213382642994777e+00	3.606691e+00
7.223148267994777e+00	3.611574e+00
7.232913892994777e+00	3.616457e+00
7.242679517994777e+00	3.621340e+00
7.252445142994777e+00	3.626223e+00
7.262210767994777e+00	3.631105e+00
7.271976392994777e+00	3.635988e+00
7.281742017994777e+00	3.640871e+00
7.291507642994777e+00	3.645754e+00
7.301273267994777e+00	3.650637e+00
7.311038892994777e+00	3.655519e+00
7.320804517994777e+00	3.660402e+00
7.330570142994777e+00	3.665285e+00
7.340335767994777e+00	3.670168e+00
7.350101392994777e+00	3.675051e+00
7.359867017994777e+00	3.679934e+00
7.369632642994777e+00	3.684816e+00
7.379398267994777e+00	3.689699e+00
7.389163892994777e+00	3.694582e+00
7.398929517994777e+00	3.699465e+00
7.408695142994777e+00	3.704348e+00
7.418460767994777e+00	3.709230e+00
7.428226392994777e+00	3.714113e+00
7.437992017994777e+00	3.718996e+00
7.447757642994777e+00	3.723879e+00
7.457523267994777e+00	3.728762e+00
7.467288892994777e+00	3.733644e+00
7.477054517994777e+00	3.738527e+00
7.486820142994777e+00	3.743410e+00
7.496585767994777e+00	3.748293e+00
7.506351392994777e+00	3.753176e+00
7.516117017994777e+00	3.758059e+00
7.525882642994777e+00	3.762941e+00
7.535648267994777e+00	3.767824e+00
7.545413892994777e+00	3.772707e+00
7.555179517994777e+00	3.777590e+00
7.564945142994777e+00	3.782473e+00
7.574710767994777e+00	3.787355e+00
7.584476392994777e+00	3.792238e+00
7.594242017994777e+00	3.797121e+00
7.604007642994777e+00	3.802004e+00
7.613773267994777e+00	3.806887e+00
7.623538892994777e+00	3.811769e+00
7.633304517994777e+00	3.816652e+00
7.643070142994777e+00	3.821535e+00
7.652835767994777e+00	3.826418e+00
7.662601392994777e+00	3.831301e+00
7.672367017994777e+00	3.836184e+00
7.682132642994777e+00	3.841066e+00
7.691898267994777e+00	3.845949e+00
7.701663892994777e+00	3.850832e+00
7.711429517994777e+00	3.855715e+00
7.721195142994777e+00	3.860598e+00
7.730960767994777e+00	3.865480e+00
7.740726392994777e+00	3.870363e+00
7.750492017994777e+00	3.875246e+00
7.760257642994777e+00	3.880129e+00
7.770023267994777e+00	3.885012e+00
7.779788892994777e+00	3.889894e+00
7.789554517994777e+00	3.894777e+00
7.799320142994777e+00	3.899660e+00
7.809085767994777e+00	3.904543e+00
7.818851392994777e+00	3.909426e+00
7.828617017994777e+00	3.914309e+00
7.838382642994777e+00	3.919191e+00
7.848148267994777e+00	3.924074e+00
7.857913892994777e+00	3.928957e+00
7.867679517994777e+00	3.933840e+00
7.877445142994777e+00	3.938723e+00
7.887210767994777e+00	3.943605e+00
7.896976392994777e+00	3.948488e+00
7.906742017994777e+00	3.953371e+00
7.916507642994777e+00	3.958254e+00
7.926273267994777e+00	3.963137e+00
7.936038892994777e+00	3.968019e+00
7.945804517994777e+00	3.972902e+00
7.955570142994777e+00	3.977785e+00
7.965335767994777e+00	3.982668e+00
7.975101392994777e+00	3.987551e+00
7.984867017994777e+00	3.992434e+00
7.994632642994777e+00	3.997316e+00
8.004398267994777e+00	4.002199e+00
8.014163892994777e+00	4.007082e+00
8.023929517994777e+00	4.011965e+00
8.033695142994777e+00	4.016848e+00
8.043460767994777e+00	4.021730e+00
8.053226392994777e+00	4.026613e+00
8.062992017994777e+00	4.031496e+00
8.072757642994777e+00	4.036379e+00
8.082523267994777e+00	4.041262e+00
8.092288892994777e+00	4.046144e+00
8.102054517994777e+00	4.051027e+00
8.111820142994777e+00	4.055910e+00
8.121585767994777e+00	4.060793e+00
8.131351392994777e+00	4.065676e+00
8.141117017994777e+00	4.070559e+00
8.150882642994777e+00	4.075441e+00
8.160648267994777e+00	4.080324e+00
8.170413892994777e+00	4.085207e+00
8.180179517994777e+00	4.090090e+00
8.189945142994777e+00	4.094973e+00
8.199710767994777e+00	4.099855e+00
8.209476392994777e+00	4.104738e+00
8.219242017994777e+00	4.109621e+00
8.229007642994777e+00	4.114504e+00
8.238773267994777e+00	4.119387e+00
8.248538892994777e+00	4.124269e+00
8.258304517994777e+00	4.129152e+00
8.268070142994777e+00	4.134035e+00
8.277835767994777e+00	4.138918e+00
8.287601392994777e+00	4.143801e+00
8.297367017994777e+00	4.148684e+00
8.307132642994777e+00	4.153566e+00
8.316898267994777e+00	4.158449e+00
8.326663892994777e+00	4.163332e+00
8.336429517994777e+00	4.168215e+00
8.346195142994777e+00	4.173098e+00
8.355960767994777e+00	4.177980e+00
8.365726392994777e+00	4.182863e+00
8.375492017994777e+00	4.187746e+00
8.385257642994777e+00	4.192629e+00
8.395023267994777e+00	4.197512e+00
8.404788892994777e+00	4.202394e+00
8.414554517994777e+00	4.207277e+00
8.424320142994777e+00	4.212160e+00
8.434085767994777e+00	4.217043e+00
8.443851392994777e+00	4.221926e+00
8.453617017994777e+00	4.226809e+00
8.463382642994777e+00	4.231691e+00
8.473148267994777e+00	4.236574e+00
8.482913892994777e+00	4.241457e+00
8.492679517994777e+00	4.246340e+00
8.502445142994777e+00	4.251223e+00
8.512210767994777e+00	4.256105e+00
8.521976392994777e+00	4.260988e+00
8.531742017994777e+00	4.265871e+00
8.541507642994777e+00	4.270754e+00
8.551273267994777e+00	4.275637e+00
8.561038892994777e+00	4.280519e+00
8.570804517994777e+00	4.285402e+00
8.580570142994777e+00	4.290285e+00
8.590335767994777e+00	4.295168e+00
8.600101392994777e+00	4.300051e+00
8.609867017994777e+00	4.304934e+00
8.619632642994777e+00	4.309816e+00
8.629398267994777e+00	4.314699e+00
8.639163892994777e+00	4.319582e+00
8.648929517994777e+00	4.324465e+00
8.658695142994777e+00	4.329348e+00
8.668460767994777e+00	4.334230e+00
8.678226392994777e+00	4.339113e+00
8.687992017994777e+00	4.343996e+00
8.697757642994777e+00	4.348879e+00
8.707523267994777e+00	4.353762e+00
8.717288892994777e+00	4.358644e+00
8.727054517994777e+00	4.363527e+00
8.736820142994777e+00	4.368410e+00
8.746585767994777e+00	4.373293e+00
8.756351392994777e+00	4.378176e+00
8.766117017994777e+00	4.383059e+00
8.775882642994777e+00	4.387941e+00
8.785648267994777e+00	4.392824e+00
8.795413892994777e+00	4.397707e+00
8.805179517994777e+00	4.402590e+00
8.814945142994777e+00	4.407473e+00
8.824710767994777e+00	4.412355e+00
8.834476392994777e+00	4.417238e+00
8.844242017994777e+00	4.422121e+00
8.854007642994777e+00	4.427004e+00
8.863773267994777e+00	4.431887e+00
8.873538892994777e+00	4.436769e+00
8.883304517994777e+00	4.441652e+00
8.893070142994777e+00	4.446535e+00
8.902835767994777e+00	4.451418e+00
8.912601392994777e+00	4.456301e+00
8.922367017994777e+00	4.461184e+00
8.932132642994777e+00	4.466066e+00
8.941898267994777e+00	4.470949e+00
8.951663892994777e+00	4.475832e+00
8.961429517994777e+00	4.480715e+00
8.971195142994777e+00	4.485598e+00
8.980960767994777e+00	4.490480e+00
8.990726392994777e+00	4.495363e+00
9.000492017994777e+00	4.500246e+00
9.010257642994777e+00	4.505129e+00
9.020023267994777e+00	4.510012e+00
9.029788892994777e+00	4.514894e+00
9.039554517994777e+00	4.519777e+00
9.049320142994777e+00	4.524660e+00
9.059085767994777e+00	4.529543e+00
9.068851392994777e+00	4.534426e+00
9.078617017994777e+00	4.539309e+00
9.088382642994777e+00	4.544191e+00
9.098148267994777e+00	4.549074e+00
9.107913892994777e+00	4.553957e+00
9.117679517994777e+00	4.558840e+00
9.127445142994777e+00	4.563723e+00
9.137210767994777e+00	4.568605e+00
9.146976392994777e+00	4.573488e+00
9.156742017994777e+00	4.578371e+00
9.166507642994777e+00	4.583254e+00
9.176273267994777e+00	4.588137e+00
9.186038892994777e+00	4.593019e+00
9.195804517994777e+00	4.597902e+00
9.205570142994777e+00	4.602785e+00
9.215335767994777e+00	4.607668e+00
9.225101392994777e+00	4.612551e+00
9.234867017994777e+00	4.617434e+00
9.244632642994777e+00	4.622316e+00
9.254398267994777e+00	4.627199e+00
9.264163892994777e+00	4.632082e+00
9.273929517994777e+00	4.636965e+00
9.283695142994777e+00	4.641848e+00
9.293460767994777e+00	4.646730e+00
9.303226392994777e+00	4.651613e+00
9.312992017994777e+00	4.656496e+00
9.322757642994777e+00	4.661379e+00
9.332523267994777e+00	4.666262e+00
9.342288892994777e+00	4.671144e+00
9.352054517994777e+00	4.676027e+00
9.361820142994777e+00	4.680910e+00
9.371585767994777e+00	4.685793e+00
9.381351392994777e+00	4.690676e+00
9.391117017994777e+00	4.695559e+00
9.400882642994777e+00	4.700441e+00
9.410648267994777e+00	4.705324e+00
9.420413892994777e+00	4.710207e+00
9.430179517994777e+00	4.715090e+00
9.439945142994777e+00	4.719973e+00
9.449710767994777e+00	4.724855e+00
9.459476392994777e+00	4.729738e+00
9.469242017994777e+00	4.734621e+00
9.479007642994777e+00	4.739504e+00
9.488773267994777e+00	4.744387e+00
9.498538892994777e+00	4.749269e+00
9.508304517994777e+00	4.754152e+00
9.518070142994777e+00	4.759035e+00
9.527835767994777e+00	4.763918e+00
9.537601392994777e+00	4.768801e+00
9.547367017994777e+00	4.773684e+00
9.557132642994777e+00	4.778566e+00
9.566898267994777e+00	4.783449e+00
9.576663892994777e+00	4.788332e+00
9.586429517994777e+00	4.793215e+00
9.596195142994777e+00	4.798098e+00
9.605960767994777e+00	4.802980e+00
9.615726392994777e+00	4.807863e+00
9.625492017994777e+00	4.812746e+00
9.635257642994777e+00	4.817629e+00
9.645023267994777e+00	4.822512e+00
9.654788892994777e+00	4.827394e+00
9.664554517994777e+00	4.832277e+00
9.674320142994777e+00	4.837160e+00
9.684085767994777e+00	4.842043e+00
9.693851392994777e+00	4.846926e+00
9.703617017994777e+00	4.851809e+00
9.713382642994777e+00	4.856691e+00
9.723148267994777e+00	4.861574e+00
9.732913892994777e+00	4.866457e+00
9.742679517994777e+00	4.871340e+00
9.752445142994777e+00	4.876223e+00
9.762210767994777e+00	4.881105e+00
9.771976392994777e+00	4.885988e+00
9.781742017994777e+00	4.890871e+00
9.791507642994777e+00	4.895754e+00
9.801273267994777e+00	4.900637e+00
9.811038892994777e+00	4.905519e+00
9.820804517994777e+00	4.910402e+00
9.830570142994777e+00	4.915285e+00
9.840335767994777e+00	4.920168e+00
9.850101392994777e+00	4.925051e+00
9.859867017994777e+00	4.929934e+00
9.869632642994777e+00	4.934816e+00
9.879398267994777e+00	4.939699e+00
9.889163892994777e+00	4.944582e+00
9.898929517994777e+00	4.949465e+00
9.908695142994777e+00	4.954348e+00
9.918460767994777e+00	4.959230e+00
9.928226392994777e+00	4.964113e+00
9.937992017994777e+00	4.968996e+00
9.947757642994777e+00	4.973879e+00
9.957523267994777e+00	4.978762e+00
9.967288892994777e+00	4.983644e+00
9.977054517994777e+00	4.988527e+00
9.986820142994777e+00	4.993410e+00
9.996585767994777e+00	4.998293e+00
1.000000000000000e+01	5.000000e+00
